zipcode,centroid_longitude,centroid_latitude,municipality_ags,municipality_ars,municipality_name,municipality_designation,municipality_display_name,district_ars,district_name,district_designation,district_display_name,federal_state_code,federal_state_name,assignment_method,distance_to_municipality_m
42781,7.0042465,51.20579910000001,05158008,051580008008,Haan,Stadt,"Haan, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
42799,7.059227,51.10792679999999,05378016,053780016016,Leichlingen (Rhld.),Stadt,"Leichlingen (Rhld.), Stadt",000000005378,Rheinisch-Bergischer Kreis,Kreis,Rheinisch-Bergischer Kreis,05,Nordrhein-Westfalen,polygon_intersects,0.0
42853,7.179900900000001,51.1832986,05120000,051200000000,Remscheid,Stadt,"Remscheid, Stadt",000000005120,Remscheid,Kreisfreie Stadt,"Remscheid, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42855,7.200955899999999,51.19382969999999,05120000,051200000000,Remscheid,Stadt,"Remscheid, Stadt",000000005120,Remscheid,Kreisfreie Stadt,"Remscheid, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42857,7.1621551,51.16776050000001,05120000,051200000000,Remscheid,Stadt,"Remscheid, Stadt",000000005120,Remscheid,Kreisfreie Stadt,"Remscheid, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42859,7.206046199999999,51.16197769999999,05120000,051200000000,Remscheid,Stadt,"Remscheid, Stadt",000000005120,Remscheid,Kreisfreie Stadt,"Remscheid, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42897,7.282278799999999,51.1730117,05120000,051200000000,Remscheid,Stadt,"Remscheid, Stadt",000000005120,Remscheid,Kreisfreie Stadt,"Remscheid, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42899,7.2325965,51.21290699999999,05120000,051200000000,Remscheid,Stadt,"Remscheid, Stadt",000000005120,Remscheid,Kreisfreie Stadt,"Remscheid, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42929,7.2240777,51.1030829,05378032,053780032032,Wermelskirchen,Stadt,"Wermelskirchen, Stadt",000000005378,Rheinisch-Bergischer Kreis,Kreis,Rheinisch-Bergischer Kreis,05,Nordrhein-Westfalen,polygon_intersects,0.0
44135,7.4749694,51.5126773,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44137,7.441617300000001,51.5081979,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44139,7.4654343,51.4961111,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44141,7.501506399999999,51.5043716,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44143,7.5123813,51.5195303,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44145,7.492579000000001,51.5340175,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44147,7.4365122,51.5270219,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44149,7.4176438,51.5070785,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44225,7.4465564,51.4761823,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44227,7.419828499999999,51.4646773,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44229,7.4568942,51.4517574,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44263,7.5079783,51.49074510000001,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44265,7.490747600000001,51.46400569999999,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44267,7.526148800000001,51.45788080000001,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44269,7.5319762,51.4918437,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44287,7.561229,51.4873134,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44289,7.5878666,51.4855875,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44309,7.5458916,51.5305901,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44319,7.602083399999999,51.53752679999999,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44328,7.5220488,51.5427015,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44329,7.543860499999999,51.5730339,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44339,7.4790381,51.5512261,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44357,7.3663465,51.552221,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44359,7.383803599999999,51.56844539999999,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44369,7.409122199999999,51.53538940000001,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44379,7.3777551,51.5096015,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44388,7.335137100000001,51.5017141,05913000,059130000000,Dortmund,Stadt,"Dortmund, Stadt",000000005913,Dortmund,Kreisfreie Stadt,"Dortmund, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44532,7.530896500000001,51.6003281,05978024,059780024024,Lünen,Stadt,"Lünen, Stadt",000000005978,Unna,Kreis,"Unna, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
44534,7.504544099999999,51.62849019999999,05978024,059780024024,Lünen,Stadt,"Lünen, Stadt",000000005978,Unna,Kreis,"Unna, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
44536,7.4774771,51.6037535,05978024,059780024024,Lünen,Stadt,"Lünen, Stadt",000000005978,Unna,Kreis,"Unna, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
44575,7.306240900000001,51.5458031,05562004,055620004004,Castrop-Rauxel,Stadt,"Castrop-Rauxel, Stadt",000000005562,Recklinghausen,Kreis,"Recklinghausen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
44577,7.343384400000001,51.532905,05562004,055620004004,Castrop-Rauxel,Stadt,"Castrop-Rauxel, Stadt",000000005562,Recklinghausen,Kreis,"Recklinghausen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
44579,7.287848200000001,51.578678,05562004,055620004004,Castrop-Rauxel,Stadt,"Castrop-Rauxel, Stadt",000000005562,Recklinghausen,Kreis,"Recklinghausen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
44581,7.3239725,51.6002294,05562004,055620004004,Castrop-Rauxel,Stadt,"Castrop-Rauxel, Stadt",000000005562,Recklinghausen,Kreis,"Recklinghausen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
44623,7.2251173,51.5389464,05916000,059160000000,Herne,Stadt,"Herne, Stadt",000000005916,Herne,Kreisfreie Stadt,"Herne, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44625,7.210458999999998,51.5279591,05916000,059160000000,Herne,Stadt,"Herne, Stadt",000000005916,Herne,Kreisfreie Stadt,"Herne, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44627,7.263640299999999,51.5378828,05916000,059160000000,Herne,Stadt,"Herne, Stadt",000000005916,Herne,Kreisfreie Stadt,"Herne, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44628,7.2451473,51.55753199999999,05916000,059160000000,Herne,Stadt,"Herne, Stadt",000000005916,Herne,Kreisfreie Stadt,"Herne, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44629,7.2092264,51.5491768,05916000,059160000000,Herne,Stadt,"Herne, Stadt",000000005916,Herne,Kreisfreie Stadt,"Herne, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44649,7.154747599999999,51.534021,05916000,059160000000,Herne,Stadt,"Herne, Stadt",000000005916,Herne,Kreisfreie Stadt,"Herne, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44651,7.1599986,51.515206,05916000,059160000000,Herne,Stadt,"Herne, Stadt",000000005916,Herne,Kreisfreie Stadt,"Herne, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44652,7.175943999999999,51.5247965,05916000,059160000000,Herne,Stadt,"Herne, Stadt",000000005916,Herne,Kreisfreie Stadt,"Herne, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44653,7.1614185,51.546826,05916000,059160000000,Herne,Stadt,"Herne, Stadt",000000005916,Herne,Kreisfreie Stadt,"Herne, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44787,7.2168733,51.4813394,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44789,7.222114899999999,51.4691349,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44791,7.2474125,51.4886935,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44793,7.194331099999999,51.4787676,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44795,7.195777899999999,51.449197,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44797,7.220564699999999,51.42436619999999,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44799,7.231304600000001,51.452729,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44801,7.268409899999999,51.4530679,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44803,7.260592399999999,51.474673,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44805,7.2714747,51.5162564,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44807,7.226305199999999,51.5111295,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44809,7.199720499999999,51.4995616,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44866,7.1281215,51.48282099999999,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44867,7.1333755,51.464022,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44869,7.159798599999999,51.4492114,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44879,7.1544452,51.4284308,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44892,7.326905,51.47053709999999,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
44894,7.3058408,51.49298169999999,05911000,059110000000,Bochum,Stadt,"Bochum, Stadt",000000005911,Bochum,Kreisfreie Stadt,"Bochum, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45127,7.010454299999999,51.4556194,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45128,7.0078317,51.4452228,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45130,7.011142,51.4384291,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45131,7.0039007,51.4296308,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45133,6.9881259,51.4068406,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45134,7.0303007,51.41486,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45136,7.035560599999999,51.4356438,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45138,7.042152799999999,51.4484381,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45139,7.0381829,51.4592319,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45141,7.032881199999999,51.4780256,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45143,6.9787572,51.46279209999999,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45144,6.9675727,51.4515852,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45145,6.9761637,51.4457967,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45147,6.988340399999999,51.4371895,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45149,6.964374899999999,51.4188047,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45219,6.9513739,51.36685960000001,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45239,7.0145249,51.37889879999999,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45257,7.0818561,51.3830398,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45259,7.067239199999999,51.4020856,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45276,7.0751759,51.44644520000001,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45277,7.076486699999999,51.4252611,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45279,7.1042434,51.4420446,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45289,7.112138600000001,51.4204604,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45307,7.096337399999999,51.4636356,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45309,7.072542599999999,51.4756346,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45326,7.010410299999999,51.4820139,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45327,7.0381507,51.4988292,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45329,7.014328300000001,51.5108223,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45355,6.951011599999999,51.4723607,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45356,6.9694303,51.4923815,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45357,6.9272094,51.48432950000001,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45359,6.9259698,51.465929,05113000,051130000000,Essen,Stadt,"Essen, Stadt",000000005113,Essen,Kreisfreie Stadt,"Essen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45468,6.882684599999999,51.4262774,05117000,051170000000,Mülheim an der Ruhr,Stadt,"Mülheim an der Ruhr, Stadt",000000005117,Mülheim an der Ruhr,Kreisfreie Stadt,"Mülheim an der Ruhr, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45470,6.9143789,51.4059514,05117000,051170000000,Mülheim an der Ruhr,Stadt,"Mülheim an der Ruhr, Stadt",000000005117,Mülheim an der Ruhr,Kreisfreie Stadt,"Mülheim an der Ruhr, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45472,6.9274349,51.4315473,05117000,051170000000,Mülheim an der Ruhr,Stadt,"Mülheim an der Ruhr, Stadt",000000005117,Mülheim an der Ruhr,Kreisfreie Stadt,"Mülheim an der Ruhr, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45473,6.886547999999999,51.441874,05117000,051170000000,Mülheim an der Ruhr,Stadt,"Mülheim an der Ruhr, Stadt",000000005117,Mülheim an der Ruhr,Kreisfreie Stadt,"Mülheim an der Ruhr, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45475,6.8970064,51.45708579999999,05117000,051170000000,Mülheim an der Ruhr,Stadt,"Mülheim an der Ruhr, Stadt",000000005117,Mülheim an der Ruhr,Kreisfreie Stadt,"Mülheim an der Ruhr, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45476,6.854898899999999,51.44900819999999,05117000,051170000000,Mülheim an der Ruhr,Stadt,"Mülheim an der Ruhr, Stadt",000000005117,Mülheim an der Ruhr,Kreisfreie Stadt,"Mülheim an der Ruhr, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45478,6.835237100000001,51.4369709,05117000,051170000000,Mülheim an der Ruhr,Stadt,"Mülheim an der Ruhr, Stadt",000000005117,Mülheim an der Ruhr,Kreisfreie Stadt,"Mülheim an der Ruhr, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45479,6.8250198,51.3953848,05117000,051170000000,Mülheim an der Ruhr,Stadt,"Mülheim an der Ruhr, Stadt",000000005117,Mülheim an der Ruhr,Kreisfreie Stadt,"Mülheim an der Ruhr, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45481,6.8566061,51.3882662,05117000,051170000000,Mülheim an der Ruhr,Stadt,"Mülheim an der Ruhr, Stadt",000000005117,Mülheim an der Ruhr,Kreisfreie Stadt,"Mülheim an der Ruhr, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
45525,7.186049300000001,51.3948427,05954016,059540016016,Hattingen,Stadt,"Hattingen, Stadt",000000005954,Ennepe-Ruhr-Kreis,Kreis,Ennepe-Ruhr-Kreis,05,Nordrhein-Westfalen,polygon_intersects,0.0
45527,7.2097807,51.3828346,05954016,059540016016,Hattingen,Stadt,"Hattingen, Stadt",000000005954,Ennepe-Ruhr-Kreis,Kreis,Ennepe-Ruhr-Kreis,05,Nordrhein-Westfalen,polygon_intersects,0.0
45529,7.1393759,51.4050267,05954016,059540016016,Hattingen,Stadt,"Hattingen, Stadt",000000005954,Ennepe-Ruhr-Kreis,Kreis,Ennepe-Ruhr-Kreis,05,Nordrhein-Westfalen,polygon_intersects,0.0
45549,7.2465538,51.3436595,05954028,059540028028,Sprockhövel,Stadt,"Sprockhövel, Stadt",000000005954,Ennepe-Ruhr-Kreis,Kreis,Ennepe-Ruhr-Kreis,05,Nordrhein-Westfalen,polygon_intersects,0.0
45657,7.1895577,51.6164977,05562032,055620032032,Recklinghausen,Stadt,"Recklinghausen, Stadt",000000005562,Recklinghausen,Kreis,"Recklinghausen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
45659,7.1816476,51.6381524,05562032,055620032032,Recklinghausen,Stadt,"Recklinghausen, Stadt",000000005562,Recklinghausen,Kreis,"Recklinghausen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
45661,7.192057199999999,51.5740255,05562032,055620032032,Recklinghausen,Stadt,"Recklinghausen, Stadt",000000005562,Recklinghausen,Kreis,"Recklinghausen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
45663,7.2346403,51.5819787,05562032,055620032032,Recklinghausen,Stadt,"Recklinghausen, Stadt",000000005562,Recklinghausen,Kreis,"Recklinghausen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
45665,7.2561046,51.6123927,05562032,055620032032,Recklinghausen,Stadt,"Recklinghausen, Stadt",000000005562,Recklinghausen,Kreis,"Recklinghausen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
